PRECIP (MM),EVAP (MM),TMAX (°C),TMIN (°C)
0.0,4.7,30.0,6.5
0.0,4.6,30.0,8.5
0.0,4.0,30.5,8.5
0.0,4.162972102897103,31.5,9.0
0.0,6.8,30.5,10.5
0.0,5.2,26.0,9.0
0.0,3.9,26.0,14.0
0.0,1.1,23.0,10.0
0.0,4.0,25.0,5.0
0.0,4.5,30.0,3.0
0.0,5.1,34.5,5.5
0.0,4.9,34.0,7.5
0.0,5.1,33.0,9.0
0.0,5.4,32.0,8.0
0.0,5.1,32.0,9.0
0.0,4.1,33.5,11.0
0.0,5.4,34.0,13.5
0.0,5.5,34.5,12.0
0.0,6.2,35.0,10.0
0.0,5.0,35.0,11.0
0.0,5.2,33.0,10.0
0.0,5.8,32.0,9.0
0.0,5.0,32.0,7.5
0.0,6.5,34.5,9.0
0.0,4.8,32.5,10.0
0.0,4.2,32.0,12.5
0.0,3.2,30.0,14.5
0.0,5.4,31.5,13.5
0.0,5.8,28.0,16.0
1.5,1.8,27.5,15.5
0.0,5.0,29.0,14.0
0.0,4.6,33.0,11.5
0.0,6.4,34.5,13.0
0.0,5.1,35.5,15.0
0.0,4.9,33.0,16.0
0.0,5.2,33.5,14.0
0.0,5.1,32.0,14.0
0.0,3.5,30.5,18.0
0.5,1.8,24.0,17.5
0.0,3.6,29.0,17.5
0.0,6.3,24.0,13.5
0.0,5.8,34.5,11.0
0.0,6.1,36.0,11.0
0.0,7.9,35.5,11.0
0.0,7.0,36.5,7.5
0.0,7.7,36.0,10.5
0.0,6.8,36.5,16.0
0.0,7.0,38.5,13.0
0.0,6.6,37.0,16.5
0.0,4.3,32.0,17.0
0.0,5.9,34.5,14.0
0.0,5.1,34.0,20.0
0.0,6.8,34.5,13.5
0.0,7.1,34.0,14.0
0.0,8.0,34.0,12.0
0.0,4.797097580614331,35.0,12.0
0.0,10.2,36.5,13.0
0.0,7.9,38.0,14.0
0.0,8.1,38.0,14.0
0.0,9.4,37.0,16.0
0.0,6.3,34.0,15.0
0.0,7.5,35.0,14.0
0.0,7.9,38.5,15.0
0.0,8.0,32.0,14.0
0.0,6.5,36.0,16.5
0.0,8.1,38.5,15.0
0.0,8.2,38.5,13.5
0.0,7.9,36.0,15.5
0.0,8.2,37.0,16.0
0.0,7.5,37.0,16.0
0.0,9.2,36.0,17.0
0.0,8.0,36.0,15.5
0.0,8.0,37.0,18.0
0.0,7.4,38.0,18.0
0.0,9.0,39.0,18.0
0.0,8.6,39.5,20.0
0.0,9.0,38.0,19.5
0.0,8.6,38.0,20.5
0.0,8.9,38.0,20.0
0.0,7.4,39.0,19.5
0.0,8.2,37.0,19.5
0.0,7.8,35.0,21.5
0.0,8.5,35.0,21.0
0.0,4.6,31.0,23.0
0.0,6.2,31.0,20.5
0.0,2.7,27.0,22.0
0.0,3.5,26.0,21.0
0.0,7.3,32.0,15.0
0.0,6.8,34.0,17.0
0.0,3.4,32.0,18.0
0.0,4.3,31.0,20.0
0.0,6.1,35.0,23.0
0.0,7.7,36.0,24.0
0.0,9.8,38.0,22.0
0.0,8.5,37.5,22.0
0.0,9.4,39.0,22.0
0.0,9.9,38.5,24.0
0.0,10.5,39.0,22.0
0.0,9.172861835584435,40.0,22.5
0.0,9.9,40.0,23.0
0.0,10.1,39.0,23.0
0.0,8.1,38.0,24.0
0.0,7.3,35.0,23.0
0.0,7.4,35.0,23.0
0.0,4.1,33.0,23.0
0.0,7.8,37.5,24.0
0.0,7.9,38.0,24.0
0.0,7.4,36.5,25.0
0.0,6.8,36.0,24.5
0.0,6.7,37.0,24.5
0.0,6.9,37.0,23.0
41.0,6.6,37.0,24.5
11.5,6.2,36.0,23.5
4.0,6.1,37.0,25.0
27.0,5.6,32.5,23.5
1.0,5.5,39.0,22.0
35.5,7.9,36.0,23.0
0.0,3.9,34.0,24.0
0.0,6.9,37.0,24.0
38.0,6.9,34.5,25.5
3.0,4.8,33.5,22.5
14.0,2.8,32.0,24.0
0.0,3.8,32.5,23.0
0.5,4.1,33.0,22.5
51.5,6.1,30.5,24.0
0.0,3.9,32.0,22.0
2.5,6.0,34.0,23.5
1.5,4.2,33.0,23.0
27.5,5.6,34.0,24.0
1.5,3.2,32.5,23.0
9.5,6.1,33.5,23.5
0.0,4.3,33.5,22.5
0.5,4.6,34.0,24.0
3.0,4.8,34.0,24.5
3.0,1.7,27.0,23.5
0.0,5.1,33.0,21.5
1.5,5.9,34.0,24.0
0.0,3.7,34.0,23.0
0.0,5.6,36.0,23.0
71.0,6.6,34.0,23.0
20.5,4.0,31.5,22.0
6.0,3.9,31.0,23.5
44.0,7.6,25.0,22.0
1.5,4.7,32.0,23.0
0.0,5.7,33.5,23.0
0.0,4.7,34.5,24.5
2.5,5.4,33.5,23.0
16.0,6.1,34.0,23.0
0.0,3.7142251710549075,32.0,22.0
0.0,3.3,33.5,23.0
0.0,8.5,33.5,23.5
0.0,4.4,34.2,23.0
0.0,5.8,34.5,23.0
0.0,5.9,35.5,25.0
0.0,6.2,36.0,25.0
0.0,6.9,37.0,22.0
39.5,4.0,34.0,24.0
0.0,2.7,32.0,22.0
0.5,1.5,28.0,23.0
0.0,4.3,30.0,23.5
0.0,4.7,33.5,21.0
37.5,9.8,33.5,23.0
0.0,3.4,33.0,22.0
13.0,3.0,32.0,22.0
0.0,2.0,31.5,23.0
2.5,4.8,33.5,21.0
34.5,6.3,33.0,23.5
0.0,4.8,32.5,21.0
4.0,5.2,35.0,23.0
6.5,2.2,30.0,21.5
0.5,2.3,30.0,23.0
0.0,3.7,31.5,23.5
3.5,4.1,31.0,23.0
0.0,3.9,33.0,23.0
0.0,3.9,33.0,22.0
0.0,3.9,33.0,22.0
2.0,3.9,33.0,23.0
0.0,3.9,33.5,23.0
0.0,4.2,34.0,23.0
1.0,6.6,36.0,24.0
0.0,4.8,36.0,21.5
21.0,6.4,37.0,23.0
0.0,3.0,33.0,22.0
17.0,2.0,29.0,23.0
27.5,4.9,29.0,22.0
9.0,3.7,33.5,22.0
0.0,4.6,31.0,22.0
0.0,3.6,32.0,22.0
0.0,3.8,31.5,21.0
0.0,4.1,33.0,22.0
0.0,5.0,34.0,23.0
0.0,4.4,34.0,21.5
0.0,4.7,34.0,24.0
0.0,4.3,34.5,24.5
1.0,2.8,34.5,22.0
17.0,7.7,35.0,23.5
0.0,4.5,35.5,20.5
4.5,4.1,35.0,21.5
0.0,4.5,33.0,21.5
0.0,3.3,33.0,22.0
0.0,4.5,34.0,22.5
0.0,3.8,34.5,21.5
1.0,2.8,34.0,22.0
0.0,4.0,31.5,23.0
0.0,4.2,34.0,21.0
0.0,5.2,36.0,19.0
0.0,4.9,35.0,18.0
0.0,4.9,35.0,18.5
0.0,5.7,33.0,15.0
0.0,3.8,34.0,16.0
0.0,5.3,34.0,18.0
0.0,3.6,34.0,20.5
0.0,3.9,33.0,21.0
0.0,4.4,34.0,20.0
0.0,3.5,35.0,20.0
0.0,4.1,36.0,19.0
0.0,4.4,35.5,21.0
0.0,5.4,36.0,20.0
0.0,4.3,35.0,15.0
0.0,4.3,34.5,15.0
0.0,4.4,35.0,15.0
0.0,4.8,35.5,16.0
0.0,5.2,35.0,15.0
0.0,3.8,35.0,15.0
0.0,3.8,35.0,14.0
0.0,4.5,35.0,17.0
0.0,4.7,38.0,16.5
0.0,4.2,35.5,18.0
0.0,4.7,35.0,18.0
0.0,5.2,34.0,18.5
0.0,3.3,33.5,21.0
0.0,4.0,32.5,20.0
0.0,4.2,34.0,20.0
0.0,6.3,34.0,13.5
0.0,4.2,33.0,11.0
0.0,2.9,34.5,11.0
0.0,4.4,33.0,12.0
0.0,3.3,33.0,12.0
0.0,3.9,33.5,10.0
0.0,3.7,33.0,12.0
0.0,2.5,31.0,12.5
0.0,4.4,31.0,12.5
0.0,3.8,32.0,11.0
0.0,3.9,32.0,10.0
0.0,3.6,34.5,10.0
38.0,3.0,29.0,14.5
5.0,2.2,23.0,17.0
0.0,2.4,27.5,11.0
0.0,2.1,28.0,13.0
0.0,2.9,27.5,11.0
0.0,2.9,30.0,10.0
0.0,2.8,31.0,9.0
0.0,5.9,32.0,10.0
0.0,2.0,33.0,10.5
0.0,1.1,31.0,11.0
0.0,2.2,30.0,11.0
1.0,3.5,32.0,10.5
21.0,3.2,28.5,12.0
1.0,2.9,25.0,15.0
0.0,2.2,23.0,6.0
0.0,1.7,25.0,5.0
3.5,0.7,21.0,8.0
0.0,2.4,22.0,7.0
0.0,1.5,26.0,6.0
0.0,2.7,30.5,8.0
0.0,2.8,31.0,8.0
0.0,2.8,32.0,6.0
0.0,2.8,31.0,8.0
0.0,0.4,28.0,7.5
0.0,1.8,31.0,9.0
0.0,2.2,31.0,12.0
0.0,2.8,31.0,9.5
0.0,2.1,30.0,9.0
0.0,2.4,31.5,10.5
0.0,2.6,31.0,11.0
0.0,2.2,30.0,11.0
0.0,3.0,33.0,8.0
0.0,2.8,31.0,7.0
0.0,2.6,30.0,7.0
0.0,4.054209930639535,31.0,5.5
0.0,2.7,26.5,6.0
0.0,0.6,21.5,6.5
5.0,0.8,25.5,7.5
13.0,0.4,19.0,14.5
0.0,3.5,29.5,16.0
0.0,2.0,31.0,10.0
0.0,0.8,26.0,11.5
3.0,2.0,26.0,13.0
0.0,2.3,24.0,15.0
0.0,1.6,27.0,10.0
0.0,2.1,26.0,8.0
0.0,1.0,23.0,9.0
1.0,0.4,22.0,12.0
0.0,1.1,22.0,14.5
0.0,2.0,29.0,10.0
0.0,2.5,30.5,10.0
0.0,2.3,30.0,9.0
0.0,2.7,30.5,8.0
0.0,2.8,31.0,7.5
0.0,3.0,32.0,7.0
0.0,2.0,31.0,8.0
0.0,3.0,30.5,8.0
0.0,3.1,31.0,6.0
0.0,3.1,31.0,6.0
0.0,3.1,30.5,6.5
0.0,2.7,31.0,8.0
1.0,2.4,30.0,8.5
0.0,3.0,29.0,12.0
0.0,2.3,29.0,10.0
0.0,3.2,29.0,9.5
0.0,2.9,29.0,8.5
0.0,2.6,28.5,9.5
0.0,3.3,30.0,10.0
0.0,3.2,30.0,8.5
0.0,3.4,31.0,7.0
0.0,3.3,30.0,7.5
0.0,3.2,30.0,7.5
0.0,3.2,32.0,7.0
0.0,3.7,32.5,8.5
0.0,3.3,32.0,10.5
0.0,3.3,32.0,10.0
0.0,2.8,29.5,12.5
0.0,2.8,31.5,9.5
0.0,1.6,26.0,12.0
0.0,3.4,29.0,13.0
0.0,2.1,25.5,7.0
0.0,1.5,28.0,9.0
0.0,3.5,32.0,12.5
0.0,2.1,27.0,15.0
0.0,1.6,27.0,15.0
0.0,3.8,31.0,16.5
0.0,1.9,30.0,11.5
0.0,4.1,31.0,13.0
0.0,4.0,30.0,9.5
0.0,4.4,31.0,9.0
2.0,4.4,27.0,9.5
6.5,1.0,21.5,12.5
0.0,3.6,25.0,11.0
0.0,2.3,28.5,7.0
0.0,5.3,29.0,8.0
0.0,3.5,32.0,8.5
0.0,2.7,28.0,8.0
0.0,2.3,22.0,12.0
0.0,3.0,25.0,15.0
0.0,3.3,26.0,9.5
0.0,4.3,25.0,10.0
0.0,2.3,26.0,9.0
0.0,2.6,29.0,6.0
0.0,3.7,31.0,7.0
0.0,2.7,30.0,10.0
0.0,6.4,34.5,7.0
0.0,4.7,32.0,13.5
0.0,5.0,31.0,16.0
0.0,5.6,32.0,7.0
0.0,5.4,31.0,6.5
0.0,3.9,26.0,9.0
0.0,5.5,27.0,11.0
0.0,4.8,27.0,2.0
0.0,5.9,27.0,8.0
0.0,5.1,28.5,5.5
0.0,5.1,27.5,9.5
0.0,2.6,25.0,8.5
0.0,4.6,29.0,8.0
0.0,6.9,30.5,4.0
0.0,2.7,27.0,6.0
0.0,4.9,26.5,11.0
0.0,5.4,24.0,6.5
0.0,5.5,25.0,2.0
0.0,5.5,31.5,2.0
0.0,6.6,35.5,4.0
0.0,7.7,35.0,7.0
0.0,7.4,35.0,9.0
0.0,8.2,34.0,8.5
0.0,6.0,31.0,16.0
0.0,5.7,30.0,6.5
0.0,5.7,32.0,8.0
0.0,6.5,34.0,8.0
0.0,7.4,34.0,10.0
0.0,6.6,35.0,9.5
0.0,7.4,33.5,8.5
0.0,6.9,37.0,8.0
0.0,8.2,38.0,10.0
0.0,8.3,35.0,11.0
0.0,7.0,38.0,13.0
0.0,6.0,35.0,11.0
0.0,5.4,35.0,14.0
0.0,8.1,36.0,12.0
0.0,8.7,37.0,13.5
0.0,8.4,40.0,11.0
0.0,7.8,36.0,10.0
0.0,8.4,36.0,11.5
0.0,6.2,35.5,14.0
0.0,8.4,36.0,13.5
0.0,7.6,33.0,11.0
0.0,7.7,34.5,13.0
0.0,6.2,35.5,11.0
0.0,8.1,34.5,12.0
0.0,8.0,33.0,11.0
0.0,7.9,34.0,10.0
0.0,7.7,34.0,11.0
0.0,7.7,37.0,11.5
0.0,8.5,36.5,12.0
0.0,7.9,38.0,10.5
0.0,9.8,39.0,13.0
0.0,10.1,41.0,14.5
0.0,9.7,40.5,15.0
0.0,9.7,41.0,12.0
0.0,8.4,34.0,12.0
0.0,8.9,33.0,13.0
0.0,8.3,34.0,14.0
0.0,7.5,35.0,17.0
0.0,9.3,35.5,12.0
0.0,7.8,33.5,11.5
0.0,6.8,35.0,20.5
0.0,6.8,32.5,15.0
0.0,7.8,33.5,14.5
0.0,7.1,30.0,19.5
0.0,7.0,29.0,20.5
0.0,7.1,30.0,17.0
0.0,6.5,31.0,17.0
0.0,5.8,35.0,14.0
0.0,8.7,39.0,16.0
0.0,10.6,38.0,13.0
0.0,10.2,36.0,12.0
0.0,9.8,35.0,16.0
0.0,9.3,34.0,14.0
0.0,8.2,35.0,15.0
0.0,7.5,33.0,18.0
0.0,8.8,35.0,15.0
0.0,9.5,36.0,17.0
0.0,9.6,37.0,18.0
0.0,9.8,37.0,18.0
0.0,8.9,40.0,21.0
0.0,10.4,38.0,20.5
0.0,9.6,38.0,19.5
0.0,9.0,41.0,19.5
0.0,8.1,41.0,22.0
0.0,10.2,40.0,21.0
0.0,9.0,42.0,20.0
0.0,11.3,41.0,20.0
0.0,9.0,39.0,19.0
0.0,8.0,40.0,23.0
0.0,10.8,38.0,24.0
0.0,10.3,38.0,21.0
,10.4,40.0,20.0
,8.1,38.0,17.0
,9.6,37.0,12.0
,10.6,38.5,15.0
,9.2,38.0,18.0
,10.6,39.5,16.0
,10.7,38.0,16.5
,9.5,37.0,18.0
,9.6,37.5,20.0
,9.3,36.0,19.0
,8.6,36.0,21.0
,10.2,39.5,20.0
,10.7,38.0,19.0
,7.2,38.5,19.5
,9.0,36.0,22.5
,9.3,36.0,22.5
,8.6,36.0,24.0
,8.2,36.5,23.0
,3.9,30.5,25.0
,7.9,32.0,23.0
,4.4,32.5,23.0
,8.7,33.0,24.5
,10.5,38.0,24.0
,9.7,36.0,24.5
,8.5,35.0,22.0
,9.8,36.0,21.0
,8.0,37.0,23.5
,9.9,39.0,23.0
,6.0,38.0,24.0
,8.5,39.5,25.5
0.0,6.7,38.5,24.0
0.0,9.0,41.0,25.5
0.0,11.5,44.5,26.0
0.0,9.5,38.0,27.0
2.0,8.2,39.5,27.0
8.0,4.2,32.0,25.0
7.0,4.2,35.0,24.0
35.0,5.7,33.0,24.0
10.5,3.5,33.0,23.0
25.5,6.0,34.5,23.5
2.0,4.5,33.0,21.0
9.0,4.7,37.0,22.0
16.5,6.0,35.0,23.5
0.0,4.4,35.0,22.0
8.0,4.5,33.0,25.0
1.0,5.1,35.0,25.0
5.5,5.9,35.0,24.0
0.0,5.1,36.0,23.0
0.0,6.8,39.5,24.0
24.0,7.5,38.0,26.0
0.0,4.8,35.0,21.5
0.0,5.6,35.0,24.0
1.0,3.5,34.5,25.0
23.0,4.9,34.5,24.0
13.5,6.4,33.0,23.5
0.0,4.6,34.0,24.0
0.0,4.6,35.0,24.5
1.5,4.9,36.0,24.5
0.0,4.4,35.0,23.0
0.0,6.0,36.0,21.0
0.0,5.8,38.0,24.5
14.0,8.7,38.0,25.0
0.0,4.1,34.0,22.0
0.0,5.4,36.0,26.5
17.0,7.1,37.5,27.0
0.5,4.8,34.0,24.5
7.0,4.1,32.0,25.0
37.0,7.3,34.0,24.0
1.5,5.4,33.0,23.0
22.0,3.4,34.0,26.0
0.0,4.9,35.0,24.0
0.5,4.3,36.0,24.0
54.0,11.2,35.0,24.0
0.0,4.9,34.0,22.0
0.0,2.6,35.0,26.5
3.5,4.6,35.0,27.0
1.0,2.3,31.0,23.0
0.5,1.4,30.0,25.0
2.0,4.4,34.0,25.0
0.0,3.4,35.0,26.0
0.0,4.4,34.0,25.0
0.0,5.8,37.0,26.5
0.0,6.0,39.0,26.0
19.0,4.6,32.0,26.0
0.0,2.8,33.0,24.0
10.0,4.3,33.0,26.5
28.0,2.5,30.0,25.0
0.0,3.3,35.0,24.0
0.0,1.5,33.0,25.0
15.5,8.3,33.5,25.0
20.5,4.6,34.5,24.5
0.0,3.8,34.0,24.0
0.0,3.9,33.0,25.5
3.5,5.1,34.5,25.0
9.0,4.0,32.0,23.5
7.5,7.2,33.0,26.0
0.0,3.7,32.0,24.0
0.0,1.1,34.5,24.0
0.0,5.2,35.0,24.5
0.0,5.0,35.0,25.5
71.5,6.5,34.5,24.5
0.0,5.2,32.0,24.0
0.0,3.8,32.5,23.0
0.0,0.9,34.0,22.0
2.0,4.0,32.0,25.0
0.0,4.8,34.0,22.0
0.0,4.5,34.0,24.0
0.0,4.6,35.0,23.5
0.0,5.6,35.0,24.5
0.0,4.1,34.0,23.0
1.0,3.0,35.0,24.5
0.0,3.4,34.0,23.0
0.0,4.4,34.0,22.0
0.0,5.0,35.0,23.0
18.0,5.9,36.0,22.5
0.0,3.8,33.5,22.0
0.0,4.6,34.0,24.0
0.0,5.3,35.5,24.0
0.0,3.5,35.0,22.0
0.0,6.1,37.0,21.0
0.0,5.0,38.0,20.0
14.0,4.6,35.0,23.0
3.5,1.5,28.0,22.0
0.0,2.6,31.5,18.0
0.0,1.9,28.0,20.5
5.5,2.3,30.0,19.0
0.0,3.6,33.0,20.5
0.0,4.3,34.0,20.0
0.0,4.4,35.0,21.0
8.5,4.2,36.0,22.0
95.0,11.6,34.0,20.0
0.0,2.1,30.0,21.0
0.0,0.8,27.0,21.0
0.0,2.5,29.0,23.0
0.0,4.0,31.0,19.0
0.0,3.4,32.0,18.0
0.0,3.2,31.0,19.5
0.0,3.6,33.0,19.0
0.0,3.6,31.0,18.0
0.0,2.0,31.5,18.5
0.0,3.2,31.0,22.0
0.0,4.0,31.0,21.0
0.0,3.7,31.0,18.0
0.0,3.3,31.5,15.0
0.0,3.7,32.0,12.0
0.0,2.8,33.0,12.0
0.0,4.4,33.0,11.0
0.0,4.2,34.0,12.0
0.0,3.8,34.0,11.0
0.0,3.2,34.0,11.0
0.0,3.6,33.0,11.0
0.0,4.0,33.0,10.5
0.0,2.7,33.0,11.0
0.0,3.1,32.5,11.5
0.0,2.9,33.5,12.5
0.0,3.3,31.5,11.5
0.0,3.0,32.0,10.0
0.0,3.3,34.0,12.0
0.0,3.6,33.0,16.0
0.0,4.0,36.0,12.5
0.0,2.3,31.0,17.5
0.0,3.0,34.0,18.0
0.0,2.5,31.0,21.0
0.0,4.1,35.0,14.0
0.0,3.7,35.0,16.0
0.0,3.2,34.0,16.5
0.0,2.8,31.0,15.5
0.0,2.9,29.0,20.0
0.0,3.5,31.0,20.0
0.0,2.7,31.5,16.5
0.0,3.3,31.0,14.5
0.0,2.4,31.0,13.0
0.0,4.3,34.0,10.0
0.0,3.2,33.5,7.5
0.0,3.2,33.5,10.0
0.0,3.5,32.0,9.5
0.0,2.1,33.0,9.0
0.0,3.9,33.0,4.0
0.0,3.3,34.0,7.0
0.0,4.2,32.5,8.0
0.0,3.0,28.0,10.5
0.0,4.2,28.0,12.0
0.0,5.3,30.5,11.5
0.0,2.3,31.0,10.0
18.5,0.2,19.0,13.0
16.5,0.5,20.0,16.0
0.0,2.7,25.0,17.0
0.0,1.6,26.0,11.0
0.0,3.2,24.0,8.5
0.0,1.3,25.0,6.0
0.0,2.0,25.0,8.0
0.0,2.3,25.5,7.0
0.0,1.6,26.0,6.5
0.0,2.2,27.5,5.5
0.0,2.3,30.0,5.5
0.0,2.3,32.0,6.0
0.0,2.7,30.0,7.0
0.0,3.4,30.0,6.0
0.0,2.0,30.0,7.0
0.0,1.4,28.0,9.0
0.0,2.2,32.0,10.0
0.0,1.4,28.0,10.0
0.0,2.6,32.0,6.0
0.0,2.5,31.0,6.0
0.0,2.0,32.0,6.0
0.0,3.1,31.5,7.0
0.0,2.7,31.0,7.0
0.0,2.5,33.0,5.5
0.0,2.8,31.5,5.0
6.5,3.9,24.0,8.0
3.5,1.5,20.0,14.0
0.0,2.2,20.0,7.0
0.0,1.3,19.0,2.0
0.0,3.0,25.0,1.0
0.0,2.2,22.0,3.0
0.0,1.4,25.0,3.0
1.5,1.9,26.0,6.0
15.5,0.9,15.0,10.0
0.0,1.4,23.0,12.0
0.0,1.4,26.5,6.5
0.0,1.4,25.5,6.5
0.0,2.2,29.0,8.5
0.0,1.7,28.0,9.5
0.0,3.1,30.0,11.0
0.0,2.4,30.0,9.0
0.0,2.8,29.0,7.0
0.0,2.8,26.0,8.0
0.0,2.3,27.0,6.0
0.0,2.6,24.5,7.0
0.0,2.5,25.5,6.0
0.0,3.1,24.0,6.0
0.0,2.0,25.0,8.0
0.0,2.4,28.0,8.0
0.0,3.5,28.5,6.5
0.0,2.8,28.5,8.0
0.0,3.2,31.5,7.0
0.0,3.1,31.0,7.0
0.0,3.7,30.5,8.0
0.0,3.0,31.0,7.5
0.0,3.4,32.0,10.0
0.0,3.7,33.0,8.5
0.0,3.7,33.0,9.0
0.0,3.0,33.0,7.0
0.0,4.3,33.0,7.0
0.0,3.1,28.0,7.0
0.0,2.3,27.5,4.0
0.0,4.1,28.0,2.5
0.0,3.3,30.0,2.0
0.0,4.1,31.0,4.5
5.0,4.7,25.0,13.0
0.0,4.1,24.0,10.0
0.0,4.4,31.0,10.0
0.0,3.8,32.5,7.0
0.0,3.3,30.0,10.0
0.0,4.3,33.0,12.0
0.0,4.2,30.0,11.5
0.0,4.4,31.0,10.5
0.0,5.0,34.0,10.0
0.0,3.9,30.0,11.0
0.0,5.5,31.0,11.5
0.0,4.6,34.0,11.0
0.0,5.6,36.0,8.0
0.0,5.6,34.0,9.0
0.0,4.5,33.0,9.0
2.5,3.3,30.0,10.0
3.0,0.4,24.0,13.0
0.0,2.1,26.0,16.0
0.0,4.0,29.0,15.0
0.0,3.7,31.0,9.0
0.0,5.4,33.0,8.5
0.0,4.3,32.5,9.0
0.0,5.6,30.0,11.5
0.0,6.0,31.0,10.0
0.0,4.9,31.0,8.0
0.0,2.5,28.0,11.0
0.0,4.8,29.0,13.0
0.0,4.2,28.0,12.0
0.0,5.6,29.0,7.0
0.0,5.6,25.0,7.0
0.0,5.7,29.5,4.0
0.0,1.6,31.5,5.5
0.0,9.3,30.0,8.5
0.0,4.0,27.5,9.0
0.0,4.8,28.0,7.5
0.0,4.6,29.0,8.5
0.0,5.8,34.0,8.0
0.0,6.7,35.0,9.0
0.0,5.8,31.0,9.5
0.0,6.3,31.0,14.0
0.0,5.5,33.5,12.0
0.0,3.8,30.5,13.0
3.5,4.9,32.0,16.0
0.0,1.3,23.0,17.0
0.0,4.6,30.5,9.5
0.0,6.3,34.0,10.0
0.0,5.4,33.0,15.0
0.0,7.4,34.0,9.0
0.0,8.1,34.0,8.0
0.0,6.5,33.0,8.0
0.0,8.3,31.0,7.5
0.0,6.2,32.0,9.0
0.0,7.9,30.0,8.5
0.0,6.8,31.0,7.0
0.0,7.0,32.0,9.0
0.0,7.2,34.0,12.0
0.0,8.2,35.0,9.0
0.0,8.1,35.0,9.0
0.0,8.2,37.0,8.0
0.0,6.4,34.0,12.0
0.0,8.1,32.0,18.0
0.0,5.8,33.0,14.0
0.0,5.3,31.0,18.0
0.0,9.1,35.0,13.0
0.0,8.8,34.0,7.0
0.0,8.4,34.5,9.0
0.0,8.4,34.5,11.0
0.0,9.4,35.0,10.0
0.0,7.8,34.0,11.0
0.0,6.0,33.0,14.0
0.0,6.9,32.0,14.5
0.0,5.0,29.0,14.5
0.0,7.6,29.0,14.5
0.0,8.1,34.0,9.0
0.0,8.7,33.5,9.0
0.0,8.4,35.5,10.0
0.0,8.4,36.0,11.5
0.0,8.6,39.0,12.0
0.0,6.2,35.0,16.0
0.0,8.7,39.0,12.0
0.0,9.1,38.0,12.0
0.0,8.9,38.5,14.0
0.0,7.9,35.5,14.5
0.0,7.6,33.0,16.0
0.0,9.8,33.0,10.0
0.0,9.0,37.5,9.0
0.0,9.2,37.5,11.0
0.0,11.1,39.0,13.5
0.0,10.2,37.0,13.0
0.0,8.4,38.0,13.0
0.0,9.6,37.5,15.0
0.0,10.4,40.0,14.5
0.0,9.8,39.0,13.0
0.0,5.8,38.0,13.5
0.0,11.4,38.0,12.0
0.0,10.3,36.0,12.0
0.0,9.7,38.0,14.0
0.0,9.4,36.0,17.0
0.0,10.1,38.0,18.0
0.0,9.8,36.0,17.0
0.0,10.8,40.0,16.0
0.0,10.8,40.5,19.0
0.0,11.2,37.0,16.0
0.0,10.5,38.5,19.0
0.0,8.7,36.0,21.0
0.0,8.0,34.0,21.0
0.0,9.1,37.0,21.0
0.0,9.9,37.0,22.0
0.0,8.9,36.0,18.0
0.0,8.5,36.0,18.5
0.0,9.5,38.0,19.5
0.0,9.0,38.0,15.0
0.0,10.3,37.0,15.0
0.0,11.1,39.0,14.0
0.0,9.5,36.0,14.0
0.0,9.2,36.0,18.0
0.0,9.3,36.0,18.0
0.0,9.4,40.0,19.0
0.0,10.4,39.0,21.0
0.0,9.6,38.0,20.0
0.0,11.4,38.0,20.0
0.0,11.2,39.0,22.0
0.0,12.2,38.0,20.0
0.0,11.5,41.0,23.0
0.0,10.9,41.0,20.5
0.0,9.8,39.0,21.0
0.0,11.3,38.0,20.0
0.0,9.7,39.5,18.0
0.0,10.3,39.0,21.0
0.0,11.8,40.0,21.5
0.0,10.4,41.0,23.0
0.0,9.5,40.5,22.0
0.0,10.1,39.5,24.5
0.0,11.2,39.0,23.0
0.0,11.4,39.0,22.5
0.0,11.2,39.0,22.0
0.0,11.8,39.0,24.0
0.0,9.5,39.0,28.0
0.0,10.7,39.0,24.5
0.0,10.4,39.0,25.5
0.0,10.3,39.0,25.5
0.0,12.6,40.0,25.0
0.0,8.7,38.5,24.0
40.5,7.1,38.0,25.5
10.5,5.0,38.0,23.0
5.5,5.1,31.0,22.5
0.0,6.6,36.5,24.5
0.5,6.4,35.5,25.0
38.0,6.2,36.5,23.0
0.0,4.1,31.0,22.0
13.0,7.5,38.0,25.0
0.0,4.6,37.5,22.0
0.0,7.3,36.5,23.0
0.0,5.2,37.0,25.0
16.0,6.4,35.0,25.0
0.0,4.6,34.0,23.0
9.0,8.0,36.0,26.0
3.0,5.0,36.0,24.0
5.0,6.6,36.0,26.0
2.0,4.0,34.0,24.0
4.5,5.4,35.0,23.0
0.0,4.4,34.5,24.0
92.0,6.8,33.0,26.0
19.0,4.7,34.0,23.0
8.0,4.9,32.0,23.0
0.0,6.0,34.0,23.0
0.0,4.1,33.0,24.0
0.0,4.3,35.0,25.0
0.0,5.2,33.0,25.0
9.0,4.0,33.5,26.0
8.0,3.0,29.0,22.5
0.0,3.5,34.0,23.0
24.0,6.8,34.0,25.0
0.0,5.1,33.0,23.0
6.0,3.8,33.0,26.0
4.0,5.3,32.0,25.0
25.0,8.1,25.5,23.0
2.5,4.0,32.0,25.0
0.0,1.6,30.0,24.0
2.0,4.5,33.0,25.0
0.0,4.3,34.0,23.0
0.0,4.2,36.0,25.0
28.0,5.7,35.0,26.5
12.0,3.5,31.0,23.0
